CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_ZIP|CAND_CITY|CAND_STATE
H0IN04295|DUNCAN , JOHN|LIB|2010|IN|H|O||47906|LAFAYETTE|IN
H0IN05078|BRIZZI, CARL J|REP|2010|IN|H|C|C00459396|46220|INDIANAPOLIS|IN
H0IN05102|MURPHY, MICHAEL B|REP|2010|IN|H|C|C00459180|46237|INDIANAPOLIS|IN
H0IN05110|DOLCE, ADAM DAVID|REP|2010|IN|H|C|C00463240|46201|INDIANAPOLIS|IN
H0IN05128|HANNA, NASSER HAUSAM|DEM|2010|IN|H|C|C00469874|46037|FISHERS|IN
H0IN05136|LYONS, MARK ANDREW|REP|2010|IN|H|C|C00473074|46953|MARION|IN
H0IN05144|ADCOOK, ANN B|REP|2010|IN|H|C|C00475186|46256|INDIANAPOLIS|IN
H0IN05151|CRAWFORD, TIM|DEM|2010|IN|H|C||46062|NOBLESVILLE|IN
H0IN05169|REID, RICHARD ANDREW|LIB|2010|IN|H|C|C00483057|46256|INDIANAPOLIS|IN
H0IN05177|TRUEBLOOD, JESSE C.|IND|2010|IN|H|C||46250|INDIANAPOLIS|IN
H0IN06092|STRITTMATTER, MATT|REP|2012|IN|H|C|C00485409|46012|ANDERSON|IN
H0IN06100|THOMPSON, TALMAGE (T.J.) JR|LIB|2010|IN|H|C||46131|FRANKLIN|IN
H0IN07157|MAY, CARLOS ANDREW|REP|2010|IN|H|C|C00465120|46220|INDIANAPOLIS|IN
H0IN07173|RAMIREZ, RAFAEL|REP|2010|IN|H|C|C00470310|46229|INDIANAPOLIS|IN
H0IN07181|KAKASULEFF, CARL|DEM|2010|IN|H|C||46228|INDIANAPOLIS|IN
H0IN07199|KERN, BOB|DEM|2010|IN|H|C||46236|INDIANAPOLIS|IN
H0IN07207|SCOTT, MARVIN B|REP|2010|IN|H|C|C00480038|46208|INDIANAPOLIS|IN
H0IN07215|WILSON , DAV|LIB|2010|IN|H|C||46254|INDIANAPOLIS|IN
H0IN07223|SPOONAMORE, JEFFREY WAYNE|IND|2010|IN|H|C||46143|GREENWOOD|IN
H0IN08106|STOCKTON, DANIEL DUANE|REP|2010|IN|H|O|C00461467|46105|BAINBRIDGE|IN
H0IN08114|BUCSHON, LARRY D|REP|2010|IN|H|O|C00468256|47629|NEWBURGH|IN
H0IN08122|MAHONEY, BILLY JOSEPH|REP|2010|IN|H|O|C00474346|47966|NEWPORT|IN
H0IN08130|CUNNINGHAM, JOHN WAYNE|LIB|2010|IN|H|O|C00474742|47802|TERRE HAUTE|IN
H0IN08148|RISK, KRISTI|REP|2010|IN|H|O|C00476671|47460|SPENCER|IN
H0IN08155|VAN HAAFTEN, WILLIAM TRENT|DEM|2010|IN|H|O|C00478289|47703|EVANSVILLE|IN
H0IN08171|BERNITT, BUD|REP|2010|IN|H|O|C00478826|47429|ELLETTSVILLE|IN
H0IN08189|SMITH, JOHN LEE|REP|2010|IN|H|O|C00481580|47725|EVANSVILLE|IN
H0IN08197|SNYDER, JOHN K.|REP|2010|IN|H|O||47501|WASHINGTON|IN
H0IN08205|WESTELL, STEVEN C|REP|2010|IN|H|O|C00486282|46120|CLOVERDALE|IN
H0IN09039|TERRY, LENDALL B|DEM|2010|IN|H|C|C00124172|47037|OSGOOD|IN
H0IN09070|YOUNG, TODD CHRISTOPHER|REP|2010|IN|H|C|C00459255|47401|BLOOMINGTON|IN
H0IN09088|HANKINS, TRAVIS|REP|2010|IN|H|C|C00460683|47201|COLUMBUS|IN
H0IN09096|KIMSEY, RONNIE JOSEPH|IND|2010|IN|H|C||47232|ELIZABETHTOWN|IN
H0IN09104|MCCLURE, JAMES R. JR|DEM|2010|IN|H|C||47129|CLARKSVILLE|IN
H0IN09112|JOHNSON-SMITH, CAROL|DEM|2010|IN|H|C||47112|CORYDON|IN
H0IN09120|WARREN, RICK|REP|2010|IN|H|C||47232|ELIZABETHTOWN|IN
H0IN09138|KNOTT, GREG S|LIB|2010|IN|H|C|C00491068|47403|BLOOMINGTON|IN
H0IN09146|LUCAS, JERRY R.|IND|2010|IN|H|C||47230|DEPUTY|IN
H0IN10094|MCVEY, BROSE ALLEN|REP|2010|IN|H|C|C00458901|46033|CARMEL|IN
H0KS01081|WARNER, JACK|LIB|2010|KS|H|O||67882|WRIGHT|KS
H0KS01099|WASINGER, ROBERT K|REP|2010|KS|H|O|C00455790|66845|Cottonwood Falls|KS
H0KS01107|BARKER, TIMOTHY CLARK|REP|2010|KS|H|O|C00457804|67124|Pratt|KS
H0KS01115|BOLDRA, SUE ELLEN|REP|2010|KS|H|O|C00459792|67601|HAYS|KS
H0KS01123|MANN, TRACEY ROBERT|REP|2010|KS|H|O|C00460659|67401|SALINA|KS
H0KS01131|BARNETT, JAMES A|REP|2010|KS|H|O|C00463281|66801|EMPORIA|KS
H0KS01149|SHADWICK, MONTE|REP|2010|KS|H|O|C00463497|67401|SALINA|KS
H0KS01156|JILKA, ALAN|DEM|2010|KS|H|O|C00468520|67402|SALINA|KS
H0KS01164|COBB, MARCK REDELL|REP|2010|KS|H|O|C00471359|67443|GALVA|KS
H0KS02113|KELLY, LAURA JEANNE|DEM|2010|KS|H|C|C00468553|66606|TOPEKA|KS
H0KS02121|PYLE, DENNIS D|REP|2010|KS|H|C|C00471300|66434|HIAWATHA|KS
H0KS02139|REYNOLDS, TY COLIN|IND|2010|KS|H|C|C00480467|66611|TOPEKA|KS
H0KS02147|KOCH, THOMAS NEIL|DEM|2010|KS|H|C|C00482141|66048|LEAVENWORTH|KS
H0KS02154|HUDSPETH, CHERYL|DEM|2010|KS|H|C|C00487579|66743|GIRARD|KS
H0KS02162|TEVIS, SEAN|DEM|2010|KS|H|C||66061|OLATHE|KS
H0KS03053|COLYER, JEFFREY|REP|2002|KS|H|C|C00346858|66210|OVERLAND PARK|KS
H0KS03103|RYSAVY, JOHN TIMOTHY|REP|2010|KS|H|O|C00465674|66062|OVERLAND PARK|KS
H0KS03111|GILYEAT, DANIEL|REP|2010|KS|H|O|C00465724|66104|KANSAS CITY|KS
H0KS03129|ROSE, STEVE|REP|2010|KS|H|O|C00467498|66208|MISSION HILLS|KS
H0KS03137|YODER, KEVIN W|REP|2010|KS|H|O|C00472365|66225|OVERLAND PARK|KS
H0KS03145|MCPHERSON, CRAIG|REP|2010|KS|H|O|C00475574|66221|OVERLAND PARK|KS
H0KS03152|OHARA, CHARLOTTE IRENE|REP|2010|KS|H|O|C00475715|66062|OVERLAND PARK|KS
H0KS03160|KING, DAVID THEODORE|REP|2010|KS|H|O|C00479154|66209|LEAWOOD|KS
H0KS03178|TALBERT, JASMIN|LIB|2010|KS|H|O|C00480129|66707|OVERLAND PARK|KS
H0KS03186|MOORE, STEPHENE ANN|DEM|2010|KS|H|O|C00480400|66215|LENEXA|KS
H0KS03194|MALONE, JERRY M|REP|2010|KS|H|O|C00483073|66209|LEAWOOD|KS
H0KS03202|KLOTZ, GARRY R|REP|2010|KS|H|O|C00485227|66219|LENEYA|KS
H0KS03210|UVODICH, JEAN ANN|REP|2010|KS|H|O|C00485664|66213|OVERLAND PARK|KS
H0KS04044|KELSEY, RICHARD FRANKLIN|REP|2010|KS|H|O|C00460220|67052|GODDARD|KS
H0KS04051|POMPEO, MICHAEL RICHARD|REP|2010|KS|H|O|C00460402|67208|WICHITA|KS
H0KS04069|ANDERSON, JAMES D|REP|2010|KS|H|O|C00464172|67230|WICHITA|KS
H0KS04077|GOYLE, RAJ|DEM|2010|KS|H|O|C00464735|67278|WICHITA|KS
H0KS04085|SCHODORF, JEAN KURTIS|REP|2010|KS|H|O|C00466557|67204|WICHITA|KS
H0KS04093|HARTMAN, WINK|REP|2010|KS|H|O|C00467654|67133|ROSE HILL|KS
H0KS04101|TILLMAN, ROBERT LEON|DEM|2010|KS|H|O|C00482968|67220|WICHITA|KS
H0KS04119|RUTSCHMAN, PAIJ BORING|REP|2010|KS|H|O|C00483685|67072|LATHAM|KS
H0KS04127|MOFFETT, DAVID|LIB|2010|KS|H|O||67220|BELL AIRE|KS
H0KS04135|SMITH, SHAWN|LIB|2010|KS|H|O||67208|WICHITA|KS
H0KY00016|DURBIN, WILLIAM JERRY|REP|2010|KY|H|C|C00475483|40291|LOUISVILLE|KY
H0KY02087|MARKSBERRY, WARREN E|DEM|2010|KY|H|C|C00490557|42303|OWENSBORO|KY
H0KY03176|PARKER, MARILYN|REP|2010|KY|H|C|C00468611|40245|LOUISVILLE|KY
H0KY03184|LALLY, TODD|REP|2010|KY|H|C|C00473363|40245|LOUISVILLE|KY
H0KY03192|HAUSMAN, FRANK LAWRENCE|REP|2010|KY|H|C|C00469528|40255|LOUISVILLE|KY
H0KY03200|REETZ, JEFFREY THOMAS|REP|2010|KY|H|C|C00470955|40243|LOUISVILLE|KY
H0KY03218|BRINKSNEADER, DARREN|UNK|2010|KY|H|C|C00477208|40245|LOUISVILLE|KY
H0KY03226|WICKER, SCOTT BROOKS JR|REP|2010|KY|H|C|C00480186|40207|LOUISVILLE|KY
H0KY03234|HANSEN, MICHAEL|IND|2010|KY|H|C||40207|LOUISVILLE|KY
H0KY04059|THONEY, ROGER NEIL|REP|2002|KY|H|C|C00354365|41076|HIGHLAND HEIGHTS|KY
H0KY04109|WALTZ, JOHN WILLIAM|DEM|2010|KY|H|C|C00459909|41091|UNION|KY
H0KY05015|ROGERS, HAROLD DALLAS|REP|2010|KY|H|I|C00116632|42501|SOMERSET|KY
H0KY05130|PRINCE, DAVID|DEM|2010|KY|H|C|C00474429|41230|LOUISA|KY
H0KY06096|LOCKETT, EDWARD MATTHEW|REP|2010|KY|H|C|C00462903|40356|NICHOLASVILLE|KY
H0KY06104|BARR, GARLAND ''ANDY''|REP|2010|KY|H|C|C00467571|40588|LEXINGTON|KY
H0KY06112|TEMPLEMAN, MICHAEL DALE|REP|2010|KY|H|C|C00474601|40601|FRANKFORT|KY
H0KY06120|BARNES, PERRY WILSON|REP|2010|KY|H|C||40340|NICHOLASVILLE|KY
H0KY06138|KEMPER, JOHN|REP|2010|KY|H|C|C00482497|40515|LEXINGTON|KY
H0KY06146|PENDERGRASS, GEORGE|REP|2010|KY|H|C|C00484113|40324|GEORGETOWN|KY
H0KY06153|COLLINS, C WES|UNK|2010|KY|H|C||40391|WINCHESTER|KY
H0KY06161|VANCE, RANDOLPH S|UNK|2010|KY|H|C||40504|LEXINGTON|KY
H0LA01087|SCALISE, STEVE MR.|REP|2010|LA|H|I|C00394957|70121|JEFFERSON|LA
H0LA01178|KATZ, MYRON B|DEM|2010|LA|H|C|C00487124|70118|NEW ORLEANS|LA
H0LA01186|WELLS, ARDEN|OTH|2010|LA|H|C||70454|PONCHATOULA|LA
H0LA02119|JEFFERSON, WILLIAM J.|DEM|2008|LA|H|C|C00251348|70115|New Orleans|LA
H0LA02168|LAFONTA, JUAN ANTHONY|DEM|2010|LA|H|C|C00467456|70182|NEW ORLEANS|LA
H0LA02176|GREEN, EUGENE J JR|DEM|2010|LA|H|C|C00487231|70158|NEW ORLEANS|LA
H0LA02184|BILLIOT, PAUL NORMAN|REP|2010|LA|H|C||70072|MARRERO|LA
H0LA02192|JOHNSON , GARY|DEM|2010|LA|H|C|C00486225|70115|NEW ORLEANS|LA
H0LA02200|AUSTIN, RON|IND|2010|LA|H|C|C00489054|70059|HARVEY|LA
H0LA02218|MARQUIZE, ANTHONY KIPP|NNE|2010|LA|H|C|C00488734|70085|ST BERNARD|LA
H0LA02226|"RADOSTA, ""JACK"""|OTH|2010|LA|H|C||70130|NEW ORLEANS|LA
H0LA03018|TAUZIN, WILBERT J II|REP|2004|LA|H|C|C00119040|70301|THIBODAUX|LA
H0LA03125|MAGAR, KRISTIAN LEE|REP|2010|LA|H|O|C00466318|70563|NEW IBERIA|LA
H0LA03133|SANGISETTY, RAVI|DEM|2010|LA|H|O|C00466995|70361|HOUMA|LA
H0LA03141|LANDRY, JEFFREY M|REP|2010|LA|H|O|C00472712|70563|NEW IBERIA|LA
H0LA03158|MONICA, NICKIE|REP|2010|LA|H|O|C00472340|70068|LAPLACE|LA
H0LA03166|LEOPOLD, CHRIS|REP|2010|LA|H|O|C00474981|70037|BELLE CHASSE|LA
H0LA03174|DOWNER, HUNTINGTON B JR|REP|2010|LA|H|O|C00484212|70360|HOUMA|LA
H0LA04073|GAVI, STEVEN JUDE|DEM|2010|LA|H|C|C00477539|71112|BOSSIEN CITY|LA
H0LA04081|MELVILLE, DAVID ROLAND JR|DEM|2010|LA|H|C|C00485805|71112|BOSSIER CITY|LA
H0LA05054|SLAVANT, TODD|REP|2010|LA|H|C||71203|MONROE|LA
H0LA05062|"GIBBS, ""TOM"" JR."|NNE|2010|LA|H|C||71240|FAIBANKS|LA
H0LA06045|MCDONALD, MERRITT E. SR.|DEM|2010|LA|H|C||70810|BATON ROUGE|LA
H0MA01040|DONNELLY, JEFFERY PAUL|REP|2010|MA|H|C|C00469783|01104|SPRINGFIELD|MA
H0MA01057|ENGEL, MICHAEL|IND|2010|MA|H|C|C00475152|01073|SOUTHAMPTON|MA
H0MA01065|GUNN, WILLIAM LESLIE JR|REP|2010|MA|H|C|C00483867|01082|WARE|MA
H0MA02071|FLEITMAN, JAY SCOTT|REP|2010|MA|H|C|C00461970|01062|FLORENCE|MA
H0MA02089|WESLEY, TOM|REP|2010|MA|H|C|C00465336|02747|HOPEDALE|MA
H0MA02097|MCCARTHY, THOMAS ANDREW|REP|2010|MA|H|C|C00474924|01119|SPRINGFIELD|MA
H0MA02105|KEEGAN, MARGARET M|IND|2010|MA|H|C|C00485060|01504|BLACKSTONE|MA
H0MA03038|BARRON, PATRICK|UNK|2010|MA|H|C|C00472688|01545|SHREWSBURY|MA
H0MA03046|LAMB, MARTIN A|REP|2010|MA|H|C|C00478545|01746|HOLLISTON|MA
H0MA03053|HERR, BRIAN|REP|2010|MA|H|C|C00478776|01748|HOPKINTON|MA
H0MA03061|DELLE, ROBERT|REP|2010|MA|H|C|C00482752|01609|WORCESTER|MA
H0MA03079|CHIPMAN, ROBERT J|REP|2010|MA|H|C||02762|PLAINVILLE|MA
H0MA03087|STOPA, MICHAEL|REP|2010|MA|H|C|C00486159|01746|HOLLISTON|MA
H0MA04036|FRANK, BARNEY|DEM|2010|MA|H|I|C00128868|02466|NEWTON|MA
H0MA04101|MESSINA, KEITH|REP|2010|MA|H|C|C00462036||MEDFORD|MA
H0MA04119|BROWN, RACHEL|DEM|2010|MA|H|C|C00471664|02110|BOSTON|MA
H0MA04127|BIELAT, SEAN D|REP|2010|MA|H|C|C00476598|02446|BROOKLINE|MA
H0MA04135|JORDAN, DONALD M.|OTH|2010|MA|H|C||02571|WAREHAM|MA
H0MA05058|MEAS, SAMBO|REP|2010|MA|H|C|C00463182|01835|HAVERHILL|MA
H0MA05066|GOLNIK, JONATHAN A|REP|2010|MA|H|C|C00468975|01741|CARLIGLE|MA
H0MA05074|BROWN, DALE EDWARD|IND|2010|MA|H|C|C00474130|01863|N CHELMSFORD|MA
H0MA05082|SHAPIRO, ROBERT|REP|2010|MA|H|C|C00478867|01810|ANDOVER|MA
H0MA05090|CLARK, ROBERT MICHAEL|UNK|2010|MA|H|C|C00481143|01503|BERLIN|MA
H0MA05108|WEAVER, THOMAS J M|REP|2010|MA|H|C|C00485813|01886|WESTFORD|MA
H0MA06056|GOLDER, FREDERICK T|REP|2010|MA|H|C|C00359059|01940|LYNNFIELD|MA
H0MA06064|SUKOFF, DAVID MICHAEL|REP|2010|MA|H|C|C00464479|01730|BEDFORD|MA
H0MA06072|HUDAK, WILLIAM JOHN JR|REP|2010|MA|H|C|C00464354|01921|BOXFORD|MA
H0MA06080|MCCARTHY, ROBERT J JR|REP|2010|MA|H|C|C00476606|01906|SAUGUS|MA
H0MA07039|DEMBROWSKI, GERRY DR|REP|2010|MA|H|C|C00485284|01801|WOBURN|MA
H0MA07047|TIERNEY, THOMAS P.|REP|2010|MA|H|C||01701|FRAMINGHAM|MA
H0MA08029|JANKE, WILLIAM SCOTT|REP|2010|MA|H|C|C00487454|01923|DANVERS|MA
H0MA09035|HARRISON, VERNON MCKINLEY|REP|2010|MA|H|C|C00473298|02184|BRAINTREE|MA
H0MA09043|LEPOR, KEITH PHILIP|REP|2010|MA|H|C|C00474890|02131|BOSTON|MA
H0MA09050|D'ALESSANDRO, MACDONALD KING|DEM|2010|MA|H|C|C00482299|02186|MILTON|MA
H0MA10058|KASPEROWICZ, RAYMOND|REP|2010|MA|H|O|C00475681|02025|COHASSET|MA
H0MA10066|PERRY, JEFFREY DAVIS|REP|2010|MA|H|O|C00475814|02563|SANDWICH|MA
H0MA10074|MALONE, JOSEPH DANIEL|REP|2010|MA|H|O|C00478495|02066|SCITUATE|MA
H0MA10082|KEATING, WILLIAM RICHARD|DEM|2010|MA|H|O|C00479063|02169|QUINCY|MA
H0MA10090|O'LEARY, ROBERT A|DEM|2010|MA|H|O|C00480392|02637|CUMMAGUID|MA
H0MA10108|KENNEDY, JAMES EDWARD|DEM|2010|MA|H|O|C00482042|02205|BOSTON|MA
H0MA10116|HAYDEN, ROBERT E|REP|2010|MA|H|O|C00484923|02339|HANOVER|MA
H0MA10124|SHEETS, JAMES ANDREW|IND|2010|MA|H|O|C00484816|02169|QUINCY|MA
H0MA10132|LEWIS, MARYANNE|IND|2010|MA|H|C|C00488536|02066|SCITUATE|MA
H0MA10140|VAN NES, JOE|OTH|2010|MA|H|C||02568|WEST TISBURY|MA
H0MD01158|GHRIST, JEFFERSON LUDWIG JR|REP|2010|MD|H|C|C00464560|21660|RIDGELY|MD
H0MD01166|ROMBLAD, GRADY|REP|2010|MD|H|C|C00464776|21801|SALISBURY|MD
H0MD01174|FISHER, ROBERT A JR|REP|2010|MD|H|C|C00480012|21632|FEDERALSBURG|MD
H0MD01182|WILSON, JACK SR|IND|2010|MD|H|C|C00481093|21012|ARNOLD|MD
H0MD01190|ROBERTS, JOHN A.|REP|2010|MD|H|C||21012|ARNOLD|MD
H0MD01208|KENNEDY, MICHAEL|UNK|2010|MD|H|C||21849|PARSONBURG|MD
H0MD02149|CARDARELLI, MARCELO GABRIEL|REP|2010|MD|H|C|C00480194|21093|LUTHERVILLE|MD
H0MD02156|MORRIS, JEFFREY FLERON|DEM|2010|MD|H|C|C00484766|21123|PASADENA|MD
H0MD02164|ATKINS, RAYMOND|DEM|2010|MD|H|C|C00487108|21286|TOWSON|MD
H0MD02172|DOWLUT, JOSH|REP|2010|MD|H|C||21224|BALTIMORE|MD
H0MD02180|STOUFFER, TROY|REP|2010|MD|H|C||21206|BALTIMORE|MD
H0MD02198|TREADWELL, FRANCIS|REP|2010|MD|H|C||21053|FREELAND|MD
H0MD03113|CARNEY, THOMAS KEVIN|REP|2010|MD|H|C|C00445577|21212|BALTIMORE|MD
H0MD03121|LAWLESS, BENJAMIN LEVI|REP|2010|MD|H|C|C00474676|21061|GLEN BURNIE|MD
H0MD03139|LAREAU, ALAIN EMILE JR|UNK|2010|MD|H|C|C00480202|21045|COLUMBIA|MD
H0MD03147|WILHELM, JIM|REP|2010|MD|H|C|C00480020|21403|ANNAPOLIS|MD
H0MD03154|BARTOSZ, GREGORY ADAM|REP|2010|MD|H|C|C00482489|21236|BALTIMORE|MD
H0MD03162|KIBLER, JOHN|DEM|2010|MD|H|C||21227|BALTIMORE|MD
H0MD03170|LUDICK, RYAN|DEM|2010|MD|H|C||21403|ANNAPOLIS|MD
H0MD03188|MILLER, MICHAEL|DEM|2010|MD|H|C||21090|LINTHICUM|MD
H0MD03204|MCKINLEY, JERRY|LIB|2010|MD|H|C||21206|BALTIMORE|MD
H0MD04129|TAYLOR, HERMAN LEE JR|DEM|2010|MD|H|C|C00482935|20910|SILVER SPRING|MD
H0MD04137|GYAMFI, KWAME|DEM|2010|MD|H|C||20721|BOWIE|MD
H0MD05118|LOLLAR, CHARLES J|REP|2010|MD|H|C|C00465377|20785|LANDOVER|MD
H0MD05126|GALL, ANDREW CHARLES|DEM|2010|MD|H|C|C00475558|20740|COLLEGE PARK|MD
H0MD05134|BENT, SYLVANUS G.|DEM|2010|MD|H|C||20607|ACCOKEEK|MD
H0MD05142|CHAFFE, CHRIS|REP|2010|MD|H|C||20678|PRINCE FREDERICK|MD
H0MD05159|ROBINS, CHRIS|REP|2010|MD|H|C||20736|OWINGS|MD
H0MD05167|SHICKLE, H. GAVIN|LIB|2010|MD|H|C|||INDIAN HEAD|
H0MD06173|CLARK, CASEY|DEM|2010|MD|H|C|C00460436|21074|HAMPSTEAD|MD
H0MD06181|TAYLOR, STEVEN MICHAEL|REP|2010|MD|H|C|C00481788|21701|FREDERICK|MD
H0MD06199|JANDA, DENNIS B.|REP|2010|MD|H|C||21702|FREDERICK|MD
H0MD06207|WILSON, SETH EDWARD|REP|2010|MD|H|C||21721|CHEWSVILLE|MD
H0MD06215|REED, MICHAEL|CON|2010|MD|H|C||21702|FREDERICK|MD
H0MD06223|MASSEY, DAN|LIB|2010|MD|H|C||21795|WILLIAMSPORT|MD
H0MD07056|SMITH, CHARLES U|DEM|2010|MD|H|C||21203|BALTIMORE|MD
H0MD07064|SPENCER, SCOTT JAMES|LIB|2010|MD|H|C|C00484501|21218|BALTIMORE|MD
H0MD07072|MIRABILE, FRANK CHARLES JR|REP|2010|MD|H|C|C00485573|21797|WOODBINE|MD
H0MD07080|VALLERIE, MICHAEL J.|REP|2010|MD|H|C||21226|BALTIMORE|MD
H0MD07098|DICKSON, FRED DONALD JR.,|UNK|2010|MD|H|C||21042|ELLICOTT CITY|MD
H0MD08021|MORELLA, CONSTANCE A|REP|2002|MD|H|C|C00198614|20515|WASHINGTON|DC
H0MD08120|THRON, CHRISTINE CONNELL|REP|2010|MD|H|C|C00481234|20841|BOYDS|MD
H0MD08138|GRANNIS, MARK ANDREW|LIB|2010|MD|H|C|C00484550|20815|CHEVY CHASE|MD
H0MD08146|THOMAS, WILLIAM V|REP|2010|MD|H|C|C00484840|20815|CHEVY CHASE|MD
H0MD08153|PHILIPS, MICHAEL LEE|REP|2010|MD|H|C|C00486274|20850|ROCKVILLE|MD
H0MD08161|LONG, ROBERT|DEM|2010|MD|H|C||20902|WHEATON|MD
H0MD08179|TOKER, DONALD LEO JR.,|DEM|2010|MD|H|C||20872|BETHESDA|MD
H0MD08187|NORDHORN, FRED|CON|2010|MD|H|C||20783|LANGLEY PARK|MD
H0ME01093|HORTON, WALTER|OTH|2010|ME|H|C||04057|NORTH BRIDGTON|ME
H0ME01101|LOWBERG, ALAN|OTH|2010|ME|H|C||04574|WASHINGTON|ME
H0ME02059|LEVESQUE, JASON JOHN|REP|2010|ME|H|C|C00463414|04210|AUBURN|ME
H0MI01088|BENISHEK, DANIEL J|REP|2010|MI|H|O|C00476325|49920|CRYSTAL FALLS|MI
H0MI01096|SALTONSTALL, CONNIE|DEM|2010|MI|H|O|C00478842|49720|CHARLEVOIX|MI
H0MI01104|ALLEN, JASON EDWARD|REP|2010|MI|H|O|C00481499|49706|ALANSON|MI
H0MI01112|LAMBERT, PATRICK|IND|2010|MI|H|O|C00481879|48750|OSCODA|MI
H0MI01120|SHELTROWN, JOEL |DEM|2010|MI|H|O|C00481952|48661|WEST BRANCH|MI
H0MI01138|GILLARD, MATTHEW OLSON|DEM|2010|MI|H|O|C00482471|49707|ALPENA|MI
H0MI01146|STILLINGS, THOMAS F|REP|2010|MI|H|O|C00483065|49648|KEWADIN|MI
H0MI01153|MCDOWELL, GARY J.|DEM|2010|MI|H|O|C00483784|49780|RUDYARD|MI
H0MI01161|WILSON, GLENN A|IND|2010|MI|H|O|C00484691|48654|ROSE CITY|MI
H0MI01179|DONLON, PATRICK|REP|2010|MI|H|O||49745|ST IGNACE TOWNSHIP|MI
H0MI01187|BOAL, ELLIS|GRE|2010|MI|H|O||49720|CHARLEVOIX|MI
H0MI01195|SHELTON, KEITH|LIB|2010|MI|H|O||49855|MARQUETTE|MI
H0MI02086|GRAESER, RONALD E.|TX|2010|MI|H|O||49412|FREMONT|MI
H0MI02094|HUIZENGA, WILLIAM P|REP|2010|MI|H|O|C00459297|49464|ZEELAND|MI
H0MI02102|RIEMERSMA, ALLEN JAY|REP|2010|MI|H|O|C00462283|49423|HOLLAND|MI
H0MI02110|COOPER, WILLIAM C|REP|2010|MI|H|O|C00463562|49415|FRUITPORT|MI
H0MI02128|KUIPERS, WAYNE|REP|2010|MI|H|O|C00469791|49423|HOLLAND|MI
H0MI02136|MCCLURE, NICOLETTE|DEM|2010|MI|H|O|C00477018|49642|IDLEWILD|MI
H0MI02144|REICHARDT, JOHN FIELD|REP|2010|MI|H|O|C00477752|49417|GRAND HAVEN|MI
H0MI02151|SCHENDEL, EDWARD TED|REP|2010|MI|H|O|C00476739|49640|HONOR|MI
H0MI02169|WINCEL, JEFFREY P|REP|2010|MI|H|O|C00478032|49424|HOLLAND|MI
H0MI02177|LARSON, CHRIS|REP|2010|MI|H|O|C00480376|49409|FERRYSBURG|MI
H0MI02185|CLARKE, LLOYD|GRE|2010|MI|H|O||48734|FRANKENMUTH|MI
H0MI02193|GILLOTTE, JOSEPH|LIB|2010|MI|H|O||48851|LYONS|MI
H0MI03118|VAN KLEECK, MICHAEL|REP|2010|MI|H|O|C00473215|49512|KENTWOOD|MI
H0MI03126|AMASH, JUSTIN|REP|2010|MI|H|O|C00476291|49506|GRAND RAPIDS|MI
H0MI03134|HEACOCK, STEVEN R|REP|2010|MI|H|O|C00477604|49546|GRAND RAPIDS|MI
H0MI03142|OVERBEEK, ROBERT JOHN|REP|2010|MI|H|O|C00479089|49509|WYOMING|MI
H0MI03159|HARDIMAN, CLYDE PRESTON (WILLIAM)|REP|2010|MI|H|O|C00478586|49508|KENTWOOD|MI
H0MI03167|JOHNSON, LOUISE E|REP|2010|MI|H|O|C00479543|49525|GRAND RAPIDS|MI
H0MI03175|MILES, PATRICK A JR|DEM|2010|MI|H|O|C00479733|49501|GRAND RAPIDS|MI
H0MI03183|MAYHUE, W. PAUL|DEM|2010|MI|H|O|C00481762|||
H0MI03191|MALOLEY, MATTHEW|TX|2010|MI|H|O||49418|GRANDVILLLE|MI
H0MI03209|GERRARD, THEODORE BROOKS|OTH|2010|MI|H|O|C00485326|49525|GRAND RAPIDS|MI
H0MI03217|ROGERS, JAMES MATTHEW|LIB|2010|MI|H|O|C00489930|49341|ROCKFORD|MI
H0MI03225|SHICK, CHARLIE|GRE|2010|MI|H|O||49519|WYOMING|MI
H0MI04082|EMERICK, JOHN|TX|2010|MI|H|C|C00417287|48804|MOUNT PLEASANT|MI
H0MI04090|CAMPBELL, JERRY MELVIN|DEM|2010|MI|H|C|C00484998|48656|ST HELEN|MI
H0MI05063|WILSON, RICK|REP|2010|MI|H|C|C00462366|48439|GRAND BLANC|MI
H0MI05071|WITHERS, SCOTT LIVINGSTON JR|DEM|2010|MI|H|C|C00473140|48415|BIRCH RUN|MI
H0MI05089|KUPIEC, JOHN|REP|2010|MI|H|C|C00483107|48439|GRAND BLANC|MI
H0MI05097|LEVELS, JOSEPH|TX|2010|MI|H|C||48507|FLINT|MI
H0MI05105|DE HUES, MATTHEW J.|GRE|2010|MI|H|C||48732|ESSEXVILLE|MI
H0MI05113|MOON, MICHAEL J.|LIB|2010|MI|H|C||48430|FENTON|MI
H0MI06103|HOOGENDYK, JACOB W (JACK) JR|REP|2010|MI|H|C|C00479329|49009|KALAMAZOO|MI
H0MI06129|MILLER, PATRICK|TX|2010|MI|H|C||48090|SOUTH HEAVEN|MI
H0MI06137|VALKNER, MELVIN DEAN|TX|2010|MI|H|C|C00487603||KALAMAZOO|
H0MI06145|FOSTER, PAT|GRE|2010|MI|H|C||49408|FENNVILLE|MI
